alpha,beta,chain
-0.20217514,0.16818048,chain_0
-0.20685959,0.15488492,chain_0
-0.23010445,0.19198097,chain_0
-0.25710106,0.22223432,chain_0
-0.24236298,0.18801592,chain_0
-0.21608925,0.18660763,chain_0
-0.22068596,0.20575885,chain_0
-0.2176075,0.19980085,chain_0
-0.20851135,0.16855682,chain_0
-0.24984932,0.21893075,chain_0
-0.23179626,0.19053233,chain_0
-0.26185226,0.20606138,chain_0
-0.18465042,0.17057073,chain_0
-0.22280312,0.17404829,chain_0
-0.2403431,0.18959747,chain_0
-0.21971321,0.17883442,chain_0
-0.20288467,0.19222939,chain_0
-0.2074318,0.15473294,chain_0
-0.22076607,0.18464027,chain_0
-0.19567871,0.17926134,chain_0
-0.21551132,0.17160541,chain_0
-0.2508602,0.22125135,chain_0
-0.24130058,0.1917384,chain_0
-0.22302628,0.18274252,chain_0
-0.20202255,0.13874221,chain_0
-0.20440483,0.1571218,chain_0
-0.22234344,0.15815781,chain_0
-0.21499252,0.1739337,chain_0
-0.19640732,0.16771089,chain_0
-0.20331955,0.18188,chain_0
-0.24991608,0.21576715,chain_0
-0.2122879,0.17181112,chain_0
-0.22689629,0.19624609,chain_0
-0.21859932,0.17635989,chain_0
-0.18717957,0.16294757,chain_0
-0.23509407,0.17933582,chain_0
-0.19810486,0.16631794,chain_0
-0.19510841,0.1588927,chain_0
-0.21363449,0.18442991,chain_0
-0.22508812,0.20145418,chain_0
-0.20845985,0.17003433,chain_0
-0.2223053,0.19549708,chain_0
-0.21073341,0.17735815,chain_0
-0.23497772,0.20958078,chain_0
-0.19429207,0.14444956,chain_0
-0.24272156,0.2115303,chain_0
-0.1892376,0.17404765,chain_0
-0.17975426,0.18602867,chain_0
-0.21778107,0.1590947,chain_0
-0.2014656,0.16306022,chain_0
-0.21456909,0.19989489,chain_0
-0.2524376,0.19982578,chain_0
-0.19619179,0.15908031,chain_0
-0.18178749,0.14888865,chain_0
-0.21323776,0.16656978,chain_0
-0.24554062,0.1758429,chain_0
-0.20890999,0.18642794,chain_0
-0.21886826,0.19247888,chain_0
-0.19607544,0.17172587,chain_0
-0.19101143,0.18375435,chain_0
-0.20140457,0.168186,chain_0
-0.20418549,0.16847178,chain_0
-0.19890976,0.19235936,chain_0
-0.21502495,0.16790336,chain_0
-0.2302494,0.1840115,chain_0
-0.19909096,0.16474897,chain_0
-0.19427872,0.15956351,chain_0
-0.23245811,0.19049199,chain_0
-0.25178528,0.16535723,chain_0
-0.22026062,0.16270338,chain_0
-0.2158432,0.16408338,chain_0
-0.22743416,0.18024068,chain_0
-0.23187065,0.21727532,chain_0
-0.23477745,0.17618427,chain_0
-0.1958332,0.16177419,chain_0
-0.22698975,0.20229213,chain_0
-0.19632149,0.16691801,chain_0
-0.18750572,0.14414555,chain_0
-0.21286201,0.20714015,chain_0
-0.20313835,0.1803802,chain_0
-0.21427155,0.18380307,chain_0
-0.21650124,0.18120381,chain_0
-0.18758965,0.16465864,chain_0
-0.21473694,0.17873225,chain_0
-0.20188332,0.16972102,chain_0
-0.19500351,0.15715098,chain_0
-0.23687744,0.19673318,chain_0
-0.23160553,0.19391863,chain_0
-0.22382927,0.2072941,chain_0
-0.20610046,0.1792897,chain_0
-0.20042229,0.16718607,chain_0
-0.21927834,0.16988678,chain_0
-0.23398018,0.18601356,chain_0
-0.22715569,0.16319041,chain_0
-0.21205711,0.15740526,chain_0
-0.22822571,0.1986242,chain_0
-0.2218113,0.17370301,chain_0
-0.21290207,0.19035107,chain_0
-0.23778915,0.16709746,chain_0
-0.21822357,0.16218941,chain_0
-0.2026577,0.17537901,chain_0
-0.21772575,0.18988682,chain_0
-0.24443245,0.19926701,chain_0
-0.21746826,0.22298259,chain_0
-0.21524239,0.17973745,chain_0
-0.23432922,0.1999191,chain_0
-0.22701836,0.18371738,chain_0
-0.21575546,0.17788255,chain_0
-0.23055458,0.20932476,chain_0
-0.24568558,0.2143636,chain_0
-0.24275398,0.1521286,chain_0
-0.23279381,0.19954424,chain_0
-0.20310974,0.15147868,chain_0
-0.19305801,0.15944463,chain_0
-0.2221775,0.18988642,chain_0
-0.19838905,0.19279933,chain_0
-0.23321533,0.1905024,chain_0
-0.22772789,0.21437462,chain_0
-0.20656204,0.16504113,chain_0
-0.20922089,0.18853387,chain_0
-0.21203232,0.1621003,chain_0
-0.21215057,0.15541898,chain_0
-0.20412254,0.17190796,chain_0
-0.22957802,0.21152827,chain_0
-0.22669983,0.22189341,chain_0
-0.19822502,0.17878504,chain_0
-0.24564743,0.17312907,chain_0
-0.19258308,0.14705645,chain_0
-0.23555565,0.20606008,chain_0
-0.20452881,0.1507511,chain_0
-0.20967674,0.15218893,chain_0
-0.20229721,0.15020949,chain_0
-0.20816231,0.18576942,chain_0
-0.21625137,0.17033626,chain_0
-0.20219612,0.18255882,chain_0
-0.20460129,0.19636297,chain_0
-0.22047997,0.18051603,chain_0
-0.22029114,0.1763476,chain_0
-0.21510506,0.15495852,chain_0
-0.21676445,0.19196711,chain_0
-0.2218647,0.1901784,chain_0
-0.22627449,0.1801661,chain_0
-0.20484734,0.18454814,chain_0
-0.1904602,0.13892493,chain_0
-0.2498436,0.22823839,chain_0
-0.20681572,0.18276711,chain_0
-0.20003891,0.16487765,chain_0
-0.19498825,0.16379252,chain_0
-0.18115616,0.15295096,chain_0
-0.23546982,0.17183737,chain_0
-0.21925545,0.16381055,chain_0
-0.23402786,0.17425953,chain_0
-0.23140717,0.2022161,chain_0
-0.221529,0.17363687,chain_0
-0.18574715,0.16298573,chain_0
-0.22009659,0.17338991,chain_0
-0.22647667,0.1926643,chain_0
-0.18822479,0.16566418,chain_0
-0.18977356,0.17924711,chain_0
-0.22061157,0.1907996,chain_0
-0.19927788,0.17988095,chain_0
-0.20617867,0.16700265,chain_0
-0.19692421,0.17748414,chain_0
-0.19395447,0.14576347,chain_0
-0.20066833,0.17923577,chain_0
-0.18704987,0.19199944,chain_0
-0.23845291,0.17744045,chain_0
-0.23647308,0.19379842,chain_0
-0.22606277,0.15379639,chain_0
-0.19977188,0.16899453,chain_0
-0.2249794,0.17481165,chain_0
-0.21529198,0.15946573,chain_0
-0.21945953,0.20912215,chain_0
-0.20199394,0.19151486,chain_0
-0.2098217,0.18164639,chain_0
-0.23026085,0.17172077,chain_0
-0.20364952,0.15801553,chain_0
-0.23359299,0.20870166,chain_0
-0.23330116,0.17836073,chain_0
-0.2087822,0.18328042,chain_0
-0.23707199,0.19734481,chain_0
-0.21344376,0.166612,chain_0
-0.17337418,0.18397008,chain_0
-0.22741127,0.191333,chain_0
-0.20237732,0.17138898,chain_0
-0.24036789,0.23880279,chain_0
-0.19369888,0.1819764,chain_0
-0.2238369,0.20329173,chain_0
-0.22171783,0.16045667,chain_0
-0.22653389,0.22245902,chain_0
-0.23217964,0.18406543,chain_0
-0.21162224,0.19167185,chain_0
-0.2086277,0.18020159,chain_0
-0.22569466,0.19770794,chain_0
-0.1762619,0.134775,chain_0
-0.22428513,0.14546227,chain_0
-0.20723534,0.18719317,chain_0
-0.24054718,0.18611163,chain_0
-0.20751953,0.18927243,chain_0
-0.22793579,0.18437597,chain_0
-0.20423889,0.15918706,chain_0
-0.22634506,0.15823823,chain_0
-0.20812416,0.15803677,chain_0
-0.2306366,0.1887528,chain_0
-0.20421028,0.16231152,chain_0
-0.2273655,0.20427734,chain_0
-0.2204876,0.19510752,chain_0
-0.19195175,0.16415076,chain_0
-0.21016121,0.18439643,chain_0
-0.2224617,0.19380751,chain_0
-0.22610664,0.22889301,chain_0
-0.20011711,0.1792865,chain_0
-0.19073868,0.14151852,chain_0
-0.2187233,0.1657372,chain_0
-0.21383095,0.15976389,chain_0
-0.21291924,0.16321279,chain_0
-0.22741127,0.19092302,chain_0
-0.21942711,0.16726954,chain_0
-0.21907234,0.17214733,chain_0
-0.24194908,0.1862258,chain_0
-0.24212265,0.15597884,chain_0
-0.20321083,0.17855598,chain_0
-0.23736191,0.22056536,chain_0
-0.22552109,0.18151908,chain_0
-0.2575302,0.1996915,chain_0
-0.23963356,0.20093846,chain_0
-0.22850037,0.18514267,chain_0
-0.22440147,0.17958376,chain_0
-0.2233448,0.2019741,chain_0
-0.19521332,0.12745829,chain_0
-0.19437408,0.11670709,chain_0
-0.1964531,0.15348646,chain_0
-0.21368027,0.19227488,chain_0
-0.20399284,0.16172802,chain_0
-0.23107338,0.17204803,chain_0
-0.21455383,0.17225838,chain_0
-0.20505333,0.19931017,chain_0
-0.20999527,0.19403923,chain_0
-0.23392296,0.1640004,chain_0
-0.22363472,0.17682834,chain_0
-0.20266151,0.16060811,chain_0
-0.19747734,0.17463961,chain_0
-0.22219467,0.20000431,chain_0
-0.2135315,0.19025627,chain_0
-0.224226,0.18516837,chain_0
-0.23357391,0.18996002,chain_0
-0.22808075,0.19412771,chain_0
-0.2514534,0.19541045,chain_0
-0.23345375,0.18100694,chain_0
-0.20487022,0.17447013,chain_0
-0.21205711,0.14869978,chain_0
-0.21832085,0.19968864,chain_0
-0.2059269,0.17511451,chain_0
-0.22008324,0.17612097,chain_0
-0.21747208,0.17847659,chain_0
-0.19500351,0.16241896,chain_0
-0.22133446,0.15982409,chain_0
-0.21596527,0.19803819,chain_0
-0.21264458,0.17820439,chain_0
-0.20975685,0.18395267,chain_0
-0.20855522,0.1676472,chain_0
-0.19328499,0.15576364,chain_0
-0.23945427,0.1726463,chain_0
-0.23913193,0.19680953,chain_0
-0.23071861,0.19113347,chain_0
-0.19853783,0.17561771,chain_0
-0.21407318,0.16447139,chain_0
-0.22785378,0.20284155,chain_0
-0.26332092,0.23913202,chain_0
-0.2189312,0.19794606,chain_0
-0.21786499,0.18686247,chain_0
-0.22284126,0.1970847,chain_0
-0.21548462,0.20781954,chain_0
-0.21861076,0.18806203,chain_0
-0.24312401,0.21728116,chain_0
-0.23564148,0.23817,chain_0
-0.19774246,0.12370002,chain_0
-0.23917198,0.19113621,chain_0
-0.22693825,0.16171129,chain_0
-0.21328163,0.18710977,chain_0
-0.21064758,0.19671653,chain_0
-0.21584892,0.17030856,chain_0
-0.21394348,0.17343993,chain_0
-0.1985569,0.12936221,chain_0
-0.2467308,0.17596176,chain_0
-0.19848824,0.15519598,chain_0
-0.23133469,0.17707765,chain_0
-0.23604012,0.21226083,chain_0
-0.23661041,0.2213342,chain_0
-0.2152996,0.16557175,chain_0
-0.21230316,0.18378194,chain_0
-0.19985771,0.1666054,chain_0
-0.18728447,0.14957222,chain_0
-0.21143913,0.18320057,chain_0
-0.23198128,0.17074424,chain_0
-0.20539856,0.2110337,chain_0
-0.18803787,0.16044892,chain_0
-0.21456528,0.1718756,chain_0
-0.21126938,0.18072581,chain_0
-0.2051487,0.1880316,chain_0
-0.21832466,0.20441222,chain_0
-0.23554802,0.19125599,chain_0
-0.19840813,0.14271834,chain_0
-0.19990158,0.17329621,chain_0
-0.20465851,0.15556572,chain_0
-0.22851753,0.19956891,chain_0
-0.22587585,0.19836256,chain_0
-0.26671982,0.24743047,chain_0
-0.21084213,0.20896244,chain_0
-0.21015549,0.17250933,chain_0
-0.22065544,0.19009821,chain_0
-0.21552467,0.1659727,chain_0
-0.18378258,0.17937875,chain_0
-0.1875534,0.17577182,chain_0
-0.2419033,0.1900418,chain_0
-0.21951103,0.17158861,chain_0
-0.20745087,0.19485027,chain_0
-0.1975975,0.14661568,chain_0
-0.20978165,0.21166264,chain_0
-0.22394371,0.18695346,chain_0
-0.20334053,0.17088768,chain_0
-0.21841049,0.1663276,chain_0
-0.20889091,0.15545136,chain_0
-0.24639893,0.18353678,chain_0
-0.18798065,0.17045416,chain_0
-0.21385956,0.16343437,chain_0
-0.22887611,0.17020862,chain_0
-0.22904968,0.16621773,chain_0
-0.203125,0.17456195,chain_0
-0.21303558,0.19061188,chain_0
-0.2083149,0.18924844,chain_0
-0.22602463,0.20641747,chain_0
-0.21863556,0.1598811,chain_0
-0.19856453,0.17032146,chain_0
-0.24330711,0.20460881,chain_0
-0.25531387,0.21888475,chain_0
-0.20871353,0.18714872,chain_0
-0.23021317,0.16707294,chain_0
-0.24369049,0.18202616,chain_0
-0.19080734,0.16717824,chain_0
-0.22689247,0.19267088,chain_0
-0.23044395,0.1927112,chain_0
-0.21606636,0.17649773,chain_0
-0.21762276,0.20294158,chain_0
-0.20819855,0.14284383,chain_0
-0.2218399,0.18977003,chain_0
-0.21543312,0.15251511,chain_0
-0.23238945,0.1525374,chain_0
-0.23486137,0.1572534,chain_0
-0.22045898,0.19345047,chain_0
-0.19465256,0.15649381,chain_0
-0.2368412,0.18510966,chain_0
-0.24964333,0.20736243,chain_0
-0.20602417,0.20536943,chain_0
-0.2514305,0.18890798,chain_0
-0.22972107,0.18448444,chain_0
-0.19638824,0.18217978,chain_0
-0.2290802,0.20296857,chain_0
-0.21632957,0.19245325,chain_0
-0.22950935,0.18212259,chain_0
-0.22091675,0.1580716,chain_0
-0.22822952,0.19891697,chain_0
-0.22664261,0.21281642,chain_0
-0.20047379,0.16408752,chain_0
-0.22478867,0.17985603,chain_0
-0.23858261,0.19008839,chain_0
-0.22563744,0.1699739,chain_0
-0.19634819,0.16861697,chain_0
-0.22204018,0.1900145,chain_0
-0.20223999,0.16559312,chain_0
-0.25769234,0.20954376,chain_0
-0.21778107,0.18528739,chain_0
-0.20891762,0.17526124,chain_0
-0.22745514,0.18225354,chain_0
-0.22750664,0.18996984,chain_0
-0.23381233,0.22249126,chain_0
-0.20619011,0.16180325,chain_0
-0.2033081,0.14601572,chain_0
-0.19454575,0.17015955,chain_0
-0.20918465,0.17171021,chain_0
-0.21428299,0.18598306,chain_0
-0.22872925,0.1728294,chain_0
-0.22925949,0.18394323,chain_0
-0.2010746,0.19544004,chain_0
-0.20152664,0.1755121,chain_0
-0.22322083,0.17530681,chain_0
-0.2256012,0.18805265,chain_0
-0.21051598,0.23199736,chain_0
-0.21675491,0.1547586,chain_0
-0.22508049,0.20735046,chain_0
-0.21777725,0.13625541,chain_0
-0.22844315,0.18208045,chain_0
-0.22028351,0.17827359,chain_0
-0.2059784,0.16718748,chain_0
-0.23147202,0.18758887,chain_0
-0.2299366,0.16603181,chain_0
-0.1964035,0.18315762,chain_0
-0.20516586,0.15902942,chain_0
-0.2487278,0.19319281,chain_0
-0.22143745,0.17593658,chain_0
-0.19107437,0.17754371,chain_0
-0.2306118,0.16287452,chain_0
-0.22883415,0.21981516,chain_0
-0.20650673,0.17884552,chain_0
-0.23287773,0.20060948,chain_0
-0.19953156,0.1868608,chain_0
-0.21215057,0.16649751,chain_0
-0.2082653,0.17182836,chain_0
-0.1935749,0.18350656,chain_0
-0.19261932,0.18923113,chain_0
-0.19814682,0.14915283,chain_0
-0.21920013,0.20704779,chain_0
-0.24189568,0.16135861,chain_0
