chain,beta0,beta1,beta2,beta3,sigma
chain_0,14.632037699471477,-6.851724937697725,31.778849038671552,-24.488823713202724,9.204803915535775
chain_0,15.786568652761853,11.80713782232495,-14.48478959149041,3.430188913956515,10.54936960923997
chain_0,19.263105741020595,6.768732436675094,-6.899997346580033,-0.5905334697592166,8.102065197754552
chain_0,12.891436579731971,-0.4588279232549164,16.735079307440593,-16.563584051585263,13.253772150545908
chain_0,20.789249885512326,-4.892423592260752,17.227215720685354,-10.97131138787158,6.497570196932238
chain_0,17.57735027536959,-4.883018608932356,4.4754629611241885,-0.9425910040059572,8.732399339721384
chain_0,17.02115376686746,18.324778919712003,0.4488167599917005,-18.925182528242743,12.461526858734729
chain_0,16.57121342182402,41.308084595151385,-24.812971439525125,-18.8045115139802,10.629919851683145
chain_0,21.81089146315532,-17.312786872958092,35.716135810172375,-20.00710645564493,12.112107490449343
chain_0,21.146951793257863,2.063449885932059,15.112768879851524,-14.9345615778768,14.04743427768048
chain_0,14.85000563809995,28.92821159738891,-4.429020693740617,-23.25935147791279,9.69416970697958
chain_0,15.571386777566463,12.643300072828607,3.4325626325002894,-13.143041760378196,10.115632689364816
chain_0,14.482497935803984,9.009192205820352,5.005891992440273,-10.535521175195557,9.947959236842792
chain_0,14.614571799526091,8.137581366333738,3.243188284340825,-11.048465234745557,9.80699088418928
chain_0,13.782607564121475,7.964424744154615,-18.506363026953,8.769765945337525,12.478711391064092
chain_0,17.95667086184713,32.75745770479622,-56.11497680912064,21.737088819633563,14.205260330672932
chain_0,17.64869411178961,36.13652506592437,-55.82795913591171,25.304022286807424,14.163599555896427
chain_0,17.49365998186073,35.70018738927525,-60.89144510342404,21.700802837818824,14.008031000856484
chain_0,14.759017283009738,39.71598821102927,-18.20510866827664,-20.12536402367305,12.618187607778587
chain_0,16.732778562823377,27.437172278841626,-27.65132724175873,1.668836700045032,11.483623171546729
chain_0,12.773741538519964,3.458057475947911,-10.444091815941858,9.44376137815561,11.836697696609908
chain_0,14.61864911745899,0.3917514944360002,-5.220393136566078,7.061431057822669,12.308696743356938
chain_0,15.805876085014912,6.518033139176472,4.820410684065543,-13.780496103868469,12.60849900237785
chain_0,15.18492551250881,-6.021267418029025,14.759911882495825,-10.926023595365471,12.138453984023672
chain_0,14.191601521660443,18.31003982948873,-3.214502092438248,-17.206163103550164,10.881399504450314
chain_0,17.418849594353155,6.589107064587308,13.328077506542064,-20.045672508870567,11.620736791668127
chain_0,16.39328849089439,15.00518601516998,16.705758979738945,-31.575495084856684,9.47460360857969
chain_0,13.934731853196942,15.75109254645078,0.9817863887990624,-13.84571518543384,9.247281448541504
chain_0,17.8621847673469,27.839548720664386,-12.96488259776681,-14.388277114756066,11.021618878811424
chain_0,17.965193025057218,28.47140062909011,-9.897582629428657,-13.161462091330463,10.968835439997084
chain_0,17.636102859613498,-4.184508501413363,8.627285415789467,0.8461990974465162,10.845162908851975
chain_0,16.41649121544239,13.053258458741617,-7.72980644837629,-10.364481620563543,9.577978428365467
chain_0,19.63276554271836,10.506567897256286,32.775924111458885,-45.095346798766194,15.011984701474232
chain_0,19.880755516491696,13.453741916936602,33.27235293613337,-44.022144676789935,15.031961407354368
chain_0,16.934790250391146,11.41920011764325,24.800618482347502,-31.250434500492304,19.551376649358577
chain_0,12.885602303421658,8.708147623379684,40.77283813389976,-43.74302365958292,19.69463190620666
chain_0,19.32481803418569,26.82360900485044,0.253068233086736,-27.63877586342767,12.542503198915549
chain_0,16.910035996894024,24.85122738975636,-10.99891517639737,-13.343948130890873,12.051843824180375
chain_0,16.625230709662763,35.01437522618247,-19.869960533385477,-16.387309600145397,10.55461395168953
chain_0,16.52825928186786,36.22430978714623,-20.569438384942096,-17.496379270119427,10.500103323710906
chain_0,12.706097960826964,34.58997924675767,-16.87315277686095,-16.374749260917962,8.970294384393963
chain_0,23.19586043580298,3.530354137611936,-26.31388575782027,24.072236276409225,17.822245273188898
chain_0,12.736421950850298,13.987928829683172,27.34306043634212,-40.34442332366256,9.022685650163178
chain_0,17.377626668103417,3.736578606765988,20.460714013806516,-24.87144996586277,9.947962787629502
chain_0,18.484528906679028,19.784415834757382,-25.509031737818745,6.223187978504764,10.264143898363884
chain_0,17.83424510076226,26.36979403558039,-48.97246711661891,23.51581241117184,11.984082741757982
chain_0,16.995638913338205,32.73325225018401,-48.6826729698639,15.787095707999702,12.97367819540816
chain_0,19.5517548686303,35.098277872575856,-35.15665502542056,0.913958504838996,12.931378421129311
chain_0,11.36063308744781,18.17821841560768,-13.36344416764831,-2.766355256557067,12.66144293195372
chain_0,15.626431852411397,29.52902689982863,-28.44822905728717,-4.42006376209944,10.959705400404536
chain_0,16.047907486473353,27.07184156549148,-19.899103045067037,-3.740225675029477,10.412602124016418
chain_0,16.124396205709377,25.420499393592657,-22.728876891835107,-6.413725828419869,10.40056079749894
chain_0,18.878198562350946,1.9526841906717316,5.0753684145685805,-7.616201158417267,9.211908450932444
chain_0,16.290079282226223,20.772655244581838,-19.868729898497783,-1.907379530379633,11.272047108962322
chain_0,18.03555677115192,0.4600861031684577,26.403735526327328,-29.097000509225143,11.035692400414076
chain_0,20.206030114243926,13.436872336933735,18.33941869880383,-30.833592452379065,15.677051319244924
chain_0,23.75578980738021,21.79248772196572,-11.47503901537263,-11.342271813771283,10.068084242172564
chain_0,12.015970469357711,25.932357523047983,-43.77424441804195,21.15597538655593,12.959068399412404
chain_0,21.04942120447971,23.92267550958807,7.755991418404542,-31.955564761498188,11.894895300998686
chain_0,17.194481553739198,-25.455620936181347,31.84561658789544,-4.782169735175184,11.67724859936479
chain_0,17.95954960851843,-3.70321124935612,-3.741268006269242,6.838619752319634,14.078367659069963
chain_0,18.64201329258307,-2.701957611226388,-1.9831242256174475,4.309647702982376,12.006524000847977
chain_0,18.466816528759484,-1.5954528826404344,16.764488709733545,-13.37970638631081,10.512255807480477
chain_0,19.567675650054237,6.775531506261444,10.488898936767322,-18.200272387033568,9.99793266146362
chain_0,15.56922598869028,20.073443982956658,-23.41708785315876,3.9009505270766462,9.580210870957464
chain_0,15.932389200552866,2.741282233686277,-3.651067419667567,0.5520187272630355,10.794916358599966
chain_0,16.178316208704466,15.343824015657384,-6.652412495276843,-8.776582225609486,10.501140080613768
chain_0,18.56266805001416,-23.534966832267013,48.24849535138976,-23.34868990697473,7.777260537953415
chain_0,15.923241845064377,2.937782346815486,18.90161935200177,-21.95032037004765,11.873572037904276
chain_0,19.342546512272044,17.494107949376172,0.1406924823837323,-16.60149157296466,9.750725742786535
chain_0,16.25408173673393,8.618117205294105,-8.124562578158523,-2.448552138587829,11.934676768640696
chain_0,15.99062814141075,30.820291890154483,-32.7862227063825,3.303667297159198,10.276392171175548
chain_0,18.7530458315846,13.471832056011223,2.403290064123488,-18.542331760248207,13.097961465740768
chain_0,14.62539276834793,-22.76174949621838,25.80715615192328,-4.568667537716064,10.810663550591505
chain_0,19.36677635587805,-12.71896197038924,22.903921216807326,-20.713802472610613,18.66673209713013
chain_0,13.40911821780439,-11.286622942074002,32.75486327150008,-30.195055157683782,16.425817768643547
chain_0,22.22993688214176,27.703423081024035,-12.660425872233755,-20.576959414353823,12.331807395029676
chain_0,20.62377758145801,6.132052811647228,-14.01556962050716,11.01828338096079,11.281085208442487
chain_0,16.81383164216063,30.28429872189198,-12.979264753296327,-14.304770883544476,7.972623769518681
chain_0,19.15759224074913,-24.280137919350544,23.902329087688116,-3.043229223900777,15.95080258683504
chain_0,20.67333056006283,-9.680572517780456,8.589698201404229,0.7537434841470125,10.67098797453322
chain_0,14.666761556104916,16.361884701337296,-28.042350520665178,13.499925188051352,11.61255567362938
chain_0,13.675644753641691,34.939464226996904,-34.834097398979125,2.057857166700205,10.993388477290594
chain_0,21.750493189346347,-2.384330598393745,-12.226530394606613,14.813658154366257,11.823933510289194
chain_0,20.22112672737589,9.425735249931224,-14.533223715336415,5.175377627253452,10.683072223812548
chain_0,15.743050949773762,-4.259219478397853,0.2524090088827703,5.828685255084103,15.616560280573191
chain_0,16.78565369856179,-2.4484512987568587,7.043780614656973,-3.9625071589034935,15.323650942978976
chain_0,19.465368489212192,24.03825459703332,-0.1764060498935027,-23.522095438709076,7.726413260625502
chain_0,19.024207205910532,23.93805321174792,0.1965192527864654,-23.72818310577216,7.643871863611901
chain_0,16.906823919987325,-12.432111508816035,15.957377475405162,-5.1676714824360745,14.9123579191149
chain_0,19.207338836811044,-14.034316510529877,-11.99043677479986,30.72670910618361,12.908739351752194
chain_0,17.545331542399186,-10.532472115212208,-1.9764405797359528,14.732138154084454,14.764502593724954
chain_0,19.315178491589236,25.35043147359927,-8.411662544812897,-15.555104199070112,8.752892399940384
chain_0,15.678797980382027,18.69909521555196,-0.2053137264430943,-19.17431926657141,11.078362359142528
chain_0,18.15425403581169,5.42799998240138,-12.16927058801679,7.152327019691085,10.41613384727459
chain_0,18.259323130616576,-1.038595700080633,1.5457157994374704,3.064545983680412,11.341976376067407
chain_0,17.46242219884064,9.118532835208986,27.72143223125156,-33.73754110742225,14.400298080857173
chain_0,16.70905001823847,26.0387556069846,-25.63428035510733,3.870460408728004,8.650465678151445
chain_0,17.91807064795866,21.88532161484248,-27.903187123702114,12.9716553324004,10.229992252461544
chain_0,19.914275448911088,29.18017243322452,6.507033343756818,-28.40473227000988,11.448726670228009
chain_0,21.073340405139085,-4.631682294723134,-6.517722818280308,7.527822178634193,14.44870295815576
chain_0,19.890340394230524,-6.9617526867478325,8.496313887558545,-5.047023119139256,15.778410827455366
chain_0,15.63240590367793,17.367145591334474,7.422209734834315,-20.53400967191285,9.261723763525088
chain_0,16.792794357492333,9.954179610294611,-11.134704242946246,-0.848150615741428,10.6935608070745
chain_0,15.62617659464671,21.436998446482864,-12.628330931858178,-10.730108402892876,10.078060184977964
chain_0,16.371871046002823,9.168738750920898,7.725760682671461,-16.68995422753853,9.923154587787042
chain_0,16.184060944746598,25.06077330178455,0.0729304283805436,-26.51385334671488,14.03515995103264
chain_0,14.605490206081145,22.30106622548367,-6.115815362809348,-16.78267805864153,12.431019220305297
chain_0,16.368384542025264,-17.573773088637623,12.772363149129054,4.422204180811175,8.14619774787481
chain_0,21.75240670904047,19.166719719971905,-4.198589686394486,-14.17173749010764,8.373349764798787
chain_0,16.70729107128072,30.778902461932464,-29.95509984848476,-0.002574468724578,10.76254656839149
chain_0,16.146121481291537,4.10604116879229,-14.634903374429529,10.61512858692572,9.610414887231466
chain_0,14.515559438624548,26.05941880350624,1.9856446155577112,-27.01978825627044,13.421538874574564
chain_0,14.231449008604562,45.26510127407071,-2.788088341218783,-41.86459823532852,12.290854167388996
chain_0,14.929587720359152,31.52030600755088,-39.1094173305252,11.864818626173427,11.913991510660384
chain_0,19.444585235552747,13.019383940692634,-0.0095670270420288,-14.212938391975882,9.22831414357736
chain_0,18.89066389160417,11.320737387820452,11.12313916922982,-19.7434808177383,8.824146847904197
chain_0,15.723051737379024,11.430996168717142,11.008863514529931,-20.66343663984752,8.573784346818798
chain_0,16.256109286810336,11.093608661387954,14.35856518307389,-27.2233344130346,9.240310056533184
chain_0,15.354736676624707,8.19563068279857,17.099872017896175,-22.844742511025984,9.67019765514256
chain_0,19.48282713920553,30.96933073527134,-43.86659091662153,12.97026629764235,14.115932234020482
chain_0,18.03186169935972,-32.924412326100374,25.793905455196253,3.061977866997848,11.93930343980382
chain_0,17.967839937558537,35.37726021385958,2.802161502338337,-34.16037034083817,12.13945127873389
chain_0,19.45007279791796,20.75183482125681,-3.300257920759532,-15.325258369557137,13.092205341584368
chain_0,16.45534929963585,25.633353756427645,6.903433525135768,-29.625595013854703,10.930282277691656
chain_0,20.19320600851672,-5.676825263936991,17.97905070970519,-10.794172038201232,13.313457092776106
chain_0,14.277702000927082,11.999417064441197,-9.6694680073754,-2.217871542452118,9.46464848523319
chain_0,13.837440742964285,14.714338211594454,-23.792079154259124,7.557264037093666,9.485998951956088
chain_0,21.610642569664435,-6.255074458994263,34.41833770922139,-26.957753043406026,10.589659437063457
chain_0,17.69725075486578,0.5891744714264834,7.7930022197309565,-7.897506489601717,13.701583345393942
chain_0,13.112715142187724,-2.078855553595936,9.566909789562365,-8.36061375701631,14.143779837400007
chain_0,18.78490175797534,11.983912614044378,-0.2037024243297589,-11.499486837365216,8.39662845847431
chain_0,18.789144885933798,15.742329448278698,3.966200282464977,-20.840515489530823,10.049339264579752
chain_0,18.480881583677423,17.653032577085927,4.921316061518927,-25.168420882264392,11.37665430253396
chain_0,18.739931986724518,-12.015979161207763,22.47604260182105,-12.25630319327873,9.403028498212231
chain_0,18.116458462062965,-3.6892929580561047,14.508445319536923,-8.650332073538252,9.618533696415668
chain_0,19.70387498219976,-1.17990263689113,17.260661582162,-14.421643013995132,9.606978303222608
chain_0,13.055510904945596,6.727875639698923,-4.103666800017528,-1.03909634070431,12.947954761825445
chain_0,20.48188641005813,21.016638064611413,-6.671557069368369,-15.983850987663962,9.083763148466527
chain_0,21.154266574311624,25.56476452681975,-11.827567099622136,-13.274795220115948,9.949269214945504
chain_0,18.08529882998305,15.553983696913413,-2.814108131874886,-15.549442422995476,9.995023145631778
chain_0,17.643221298122675,43.26325954475324,-47.45010555236845,0.6554534241656309,10.880166599069906
chain_0,17.453167558884545,46.86048187455223,-52.26168937402643,4.594937575518354,10.159748138419376
chain_0,15.83334123339098,41.01564086588378,-25.947069669815264,-15.852044167587216,10.899453441367326
chain_0,19.778705450786127,6.991592160438655,-20.502339636883104,14.26706400827009,10.956237049974495
chain_0,15.595008265042347,8.841990853811621,-39.98224563869033,29.54200161280662,12.630022135536985
chain_0,15.039120863704683,4.394747565685011,24.971370572000332,-28.32775630773348,11.082586095528653
chain_0,18.806063139371293,11.702873278656044,-5.323815501722272,-5.287905647134615,8.727899396893285
chain_0,18.23168495645626,22.113656281548348,-9.478879142447887,-11.957349193503028,9.02145259011848
chain_0,20.842729119090656,18.689985184171228,-32.212563589239714,12.185819685907846,12.22117147206987
chain_0,19.27080331628973,16.56327973882797,-24.281756454690512,4.868408078480842,9.681616413985283
chain_0,18.24333279502317,-4.13878107743413,15.738298850271844,-10.05271960234884,9.061378973329534
chain_0,16.09158389503622,19.618333165069465,-10.27641182282219,-11.302445979972482,11.62795987381424
chain_0,15.444470377269017,22.101813667112516,-24.218767967821044,0.1729587861882273,12.161753494583534
chain_0,18.448069145694262,7.892839852933129,21.66630652870241,-31.0469034041109,11.57484802346244
chain_0,19.38824401560683,2.492954294447644,22.65812667323281,-23.03350649843422,12.155784803092592
chain_0,17.564004653968436,15.259761127084657,-14.94748257457752,-0.5089898450605912,8.51463115992263
chain_0,16.395489091161963,-3.04719947674145,20.60652394644716,-16.100855349416296,8.722158575772129
chain_0,20.18215205692656,10.003394292344623,15.61611700295909,-21.595912179059447,10.69478000322438
chain_0,19.53594058239007,13.238810338454105,-15.425637471245048,0.060586452405645,10.555813269328029
chain_0,16.767692089463292,13.274276036126144,-4.328908945961846,-6.273097054043491,10.424286548306736
chain_0,19.082878344677784,16.97915234109142,-2.61851208118179,-16.760539002755156,10.391072124031494
chain_0,20.984034022923737,17.01564053049283,3.9285990264548314,-18.72000754227419,9.623629428111816
chain_0,16.547907163847093,23.462974037216213,-8.564782825575216,-16.598842075689934,13.172128411977065
chain_0,17.394814885357427,18.766013250018077,6.072769960694102,-22.102113355063413,10.195611683439108
chain_0,18.483182928683185,35.79687943643707,-43.20639727266903,8.58265875140153,13.768105966801071
chain_0,19.1032406474275,33.65994915697526,-27.798481616793403,-1.5026512102329872,13.022302702101998
chain_0,20.512989034082796,18.050134167609304,-47.274032219316126,24.69492528513538,14.686801939078029
chain_0,15.818405026602534,24.520436986456914,-20.69932685155809,-5.31205000382534,14.645005029015492
chain_0,15.0863803233382,19.533385483175007,-10.21784666588402,-10.853272649087158,15.550340798686614
chain_0,12.878471414611704,53.08692784266133,-25.401057573634947,-24.380721082346227,12.249630868618642
chain_0,22.173805225717437,10.131759256619198,-18.12176909199142,10.321259368499014,10.81142714289729
chain_0,22.47850971676865,9.328404215771467,-18.65773893327195,14.009489862220583,10.801889845476213
chain_0,17.93265134813568,0.5152675976340878,-42.812748645411375,40.237645193731176,11.553558431778145
chain_0,21.10630128218357,19.997091442396872,-16.3626509295981,-3.4489616703794983,11.66787670292215
chain_0,21.525224304640304,18.03473778554372,-15.63998276682992,-4.310989967724904,11.679978766158108
chain_0,13.908952661439072,6.586559755422385,-2.039062795688868,-6.294486018615522,10.78625034955086
chain_0,17.602656324603807,12.96072598162467,-11.36267148624042,0.1684908450609534,14.231736264771309
chain_0,19.187243418539804,-4.768425523433246,12.965116182380587,-8.683084104920825,10.227435827641882
chain_0,14.903093515839045,25.26551496406793,-21.336326149544284,-5.384418801136257,10.661732911845606
chain_0,21.38926009302142,14.24194326819232,-6.069115092521578,-9.414226640930863,11.63807611654813
chain_0,13.224662689929906,1.7215896116884064,10.261506733577583,-11.037768895388496,9.750767520762626
chain_0,18.688385130341103,21.720207380075838,-27.50183938613517,5.861011907041462,11.40491299066562
chain_0,19.7403212567978,33.0196141067883,-15.12792949039942,-16.01942863930024,10.071408677947334
chain_0,17.975758949129233,12.208068710285218,17.486108461781285,-27.868213497365687,12.77885686352389
chain_0,17.44641569377202,17.823611201965406,-33.02905458035501,17.262335757266037,10.668584184652731
chain_0,17.601260966596342,-19.34644536280227,-10.424301729880453,30.63679988356528,10.6339900455699
chain_0,16.80232198703451,-14.130501343335226,-4.699969159689444,20.619955989174365,10.784820940400593
chain_0,16.021715515809273,-1.0322815778794954,-17.028869841855112,16.54260719127011,10.32606284267547
chain_0,15.880467817162073,0.6581887626886043,-9.484442740479343,7.767515055642892,9.699430049875051
chain_0,17.186298451334267,34.420639406394045,-15.482101013684716,-18.40424217853444,10.884733403177894
chain_0,16.506398367767158,3.792887929110041,1.66906942432693,-5.198641945683958,10.328618481757353
chain_0,17.4410299348819,25.83897234439347,-27.94862655352355,1.9221460453478143,11.857462124411612
chain_0,18.382495459966037,24.60227320096314,-43.038426518650375,13.217108977779038,11.487738874135305
chain_0,14.861200468702627,25.488860090922675,-4.440975931116489,-28.61030023827091,15.56873535339775
chain_0,21.49399351088834,-18.067629517861214,31.49240836038157,-11.951539756257356,10.583472457851128
chain_0,19.69597653847723,-15.050176359031884,16.999236074378526,-3.766371823577235,10.657138781875751
chain_0,17.666892700106754,28.404056427565788,-7.8925799485206785,-21.866504629101307,13.280712668212669
chain_0,13.964555862352883,37.77898540151047,-5.213683862058218,-31.772104928625943,11.369768932864408
chain_0,11.858993757730271,31.213813521395444,6.4344135086676,-35.55485831142311,10.951145946695243
chain_0,23.653321999404927,10.211993111910664,-40.855839017045945,33.05806059311695,12.896619828095274
chain_0,22.55516100438651,-11.995815297801268,-3.9129596084292193,18.105254654052143,14.26075794230106
chain_0,25.476092667896427,11.591821969651042,12.500284682610156,-22.45629634426056,12.290125103589697
chain_0,25.5518453768302,10.411493295270128,13.363859980159592,-24.8135965191655,12.37994790099802
chain_0,15.35040488425961,-17.241522633953533,29.51470397037131,-10.02255399981155,17.024028223132333
chain_0,11.171421240377104,-12.908496828434256,28.62939101576464,-17.081408105436577,12.547224877919817
chain_0,12.948148965965482,-31.1970734167755,36.03313500075673,-0.862295717944447,19.999737180865804
chain_0,13.311755262831344,-35.576115577431864,32.59556049888652,2.332053822176068,18.713392520749583
chain_0,17.438671615107097,-16.208694808553098,29.652820023247298,-14.263375398000765,10.770118723240625
chain_0,20.29429669315277,12.592060230737616,-0.4333556191994132,-14.637546829665927,9.914382935584754
chain_0,20.272637667791663,12.8660802433962,0.0268146075016231,-14.851830906985652,9.659330064342583
chain_0,14.744175463325403,8.724090060646924,-11.794657194904026,4.203391487892434,10.647870772105826
chain_0,16.52760584682859,10.515690972506093,-13.225578705386706,4.032613515782059,8.868840961658723
chain_0,17.1856953295488,9.671113900190432,-17.750713966826353,9.017269172326303,10.21791062927064
chain_0,18.96940249248481,19.467792991836333,14.725322123501238,-34.12973858049529,12.09030388922048
chain_0,19.349616239114347,23.59869126717528,13.98645587096989,-37.49309132752349,11.8106969538337
chain_0,21.33264663214296,25.908427392421935,6.838991562179889,-33.68955182669239,10.291532542060756
chain_0,13.708426734624526,9.747377972999857,-38.97764222580953,32.040580146986,13.305913638742464
chain_0,24.09698613169132,17.18014984047317,-11.1348179120392,-7.814698414502738,12.850218137838535
chain_0,24.139367947495916,17.39691597820308,-12.725783358150991,-6.158340619146083,13.174546741253389
chain_0,14.360300001668293,-1.4205181102747209,4.326306764977676,-3.34879100015424,9.753005767081635
chain_0,21.75934516697025,16.53440383032306,-13.38982330395964,-3.5112804718606365,10.738530980430935
chain_0,13.1049611212753,25.563902968135597,-19.078886882139194,-6.500539024118543,11.59547197915542
chain_0,13.803885385890416,25.065527217886824,-19.20841141785288,-5.4880754679790575,12.182869903798917
chain_0,17.79977439310374,-2.6891066791501177,11.347967062806797,-9.375864070642958,9.57422008156894
