alpha,beta,chain
0.1796006,0.017583175,chain_0
0.19219181,0.00897602,chain_0
0.19099683,0.008085188,chain_0
0.17980298,0.005782637,chain_0
0.20113765,0.009488599,chain_0
0.18176617,0.008945368,chain_0
0.20616613,0.0109980395,chain_0
0.20499898,0.009647911,chain_0
0.20620564,0.0069254665,chain_0
0.20957121,0.007431021,chain_0
0.2012564,0.0035791334,chain_0
0.19957602,0.008398544,chain_0
0.1864503,0.014614216,chain_0
0.18415661,0.00978371,chain_0
0.19540691,0.00716683,chain_0
0.17863415,0.0050089583,chain_0
0.20188832,0.0061818296,chain_0
0.1897838,0.010308532,chain_0
0.19668409,0.010918617,chain_0
0.18688855,0.010822384,chain_0
0.18723302,0.0057007708,chain_0
0.20673755,0.008074021,chain_0
0.18164757,0.005435137,chain_0
0.20374952,0.0049346103,chain_0
0.1942967,0.0057114335,chain_0
0.20484224,0.0073597142,chain_0
0.19272102,0.008310375,chain_0
0.21494055,0.0050442247,chain_0
0.1989183,0.00968475,chain_0
0.18540733,0.0076522776,chain_0
0.19161779,0.00530743,chain_0
0.18518192,0.008483919,chain_0
0.18622795,0.009477432,chain_0
0.18110512,0.0064019496,chain_0
0.20263933,0.0078669945,chain_0
0.20872593,0.005564913,chain_0
0.19089402,0.0067099547,chain_0
0.20284149,0.006115285,chain_0
0.19733475,0.008683495,chain_0
0.18600756,0.008032887,chain_0
0.191427,0.004460812,chain_0
0.20432445,0.008629551,chain_0
0.19045883,0.005659919,chain_0
0.19532992,0.0055013946,chain_0
0.19922107,0.009403457,chain_0
0.20819211,0.008623948,chain_0
0.18757999,0.0059639527,chain_0
0.18528236,0.008380896,chain_0
0.19919425,0.010686243,chain_0
0.2050569,0.004546768,chain_0
0.19300279,0.0032800022,chain_0
0.17437074,0.0071361,chain_0
0.20361124,0.009475234,chain_0
0.1902022,0.0050865444,chain_0
0.20320185,0.0065418575,chain_0
0.184523,0.007402008,chain_0
0.1997631,0.01054109,chain_0
0.18011613,0.01011949,chain_0
0.20790821,0.0045104013,chain_0
0.20744605,0.014503967,chain_0
0.20899588,0.004582199,chain_0
0.18109411,0.011439524,chain_0
0.1812759,0.0089744665,chain_0
0.19713207,0.0057089846,chain_0
0.19279763,0.010731882,chain_0
0.1967023,0.006059986,chain_0
0.18922104,0.007953285,chain_0
0.20274274,0.006811672,chain_0
0.18457296,0.009390706,chain_0
0.19437684,0.008107191,chain_0
0.19930878,0.0078655705,chain_0
0.19207817,0.014042718,chain_0
0.21936184,0.004964503,chain_0
0.18480825,0.0033463216,chain_0
0.19321196,0.008930885,chain_0
0.19038655,0.0069873896,chain_0
0.16751888,0.0055091875,chain_0
0.1905094,0.015748903,chain_0
0.18494865,0.0066133337,chain_0
0.21807703,0.0028001522,chain_0
0.2069141,0.0077724312,chain_0
0.1984342,0.006090991,chain_0
0.18340537,0.00809307,chain_0
0.19486474,0.0052352315,chain_0
0.19858055,0.008370365,chain_0
0.17781465,0.00880866,chain_0
0.20489836,0.008603471,chain_0
0.18193096,0.01021417,chain_0
0.19146809,0.005873123,chain_0
0.20406657,0.0070885113,chain_0
0.2029477,0.0069468305,chain_0
0.1938987,0.0120137455,chain_0
0.18446541,0.008195966,chain_0
0.19605634,0.009007716,chain_0
0.1849132,0.00572195,chain_0
0.18486276,0.0054652486,chain_0
0.19530198,0.0069340747,chain_0
0.18747059,0.009402866,chain_0
0.20403697,0.0063615846,chain_0
0.19830167,0.0086221825,chain_0
0.21888044,0.0069474466,chain_0
0.1960155,0.005623938,chain_0
0.19796684,0.0052507613,chain_0
0.18246058,0.007326318,chain_0
0.19785479,0.0051925387,chain_0
0.18583454,0.009255661,chain_0
0.2091024,0.0056185615,chain_0
0.18561126,0.008429302,chain_0
0.1994474,0.00924912,chain_0
0.18475322,0.016358068,chain_0
0.21198308,0.0076551773,chain_0
0.1837611,0.0072164736,chain_0
0.18795416,0.009177838,chain_0
0.18966721,0.0061826985,chain_0
0.20495795,0.0060718497,chain_0
0.20064887,0.007035365,chain_0
0.22179377,0.0029337928,chain_0
0.20844832,0.0049260594,chain_0
0.22809538,0.008986275,chain_0
0.19826181,0.0057615903,chain_0
0.19737415,0.0090711955,chain_0
0.19433981,0.008613774,chain_0
0.19137803,0.006327583,chain_0
0.19574834,0.009989053,chain_0
0.19121036,0.006604399,chain_0
0.200147,0.0052272086,chain_0
0.19769453,0.005406739,chain_0
0.19735084,0.0071747573,chain_0
0.18884873,0.0068613878,chain_0
0.18290696,0.009591455,chain_0
0.2060879,0.0049932133,chain_0
0.17420834,0.0066412343,chain_0
0.20828497,0.0043309876,chain_0
0.20453186,0.0035078502,chain_0
0.17462435,0.0091004735,chain_0
0.18421236,0.005077738,chain_0
0.20816106,0.00399933,chain_0
0.19595546,0.004233182,chain_0
0.19375005,0.014111048,chain_0
0.179286,0.008425512,chain_0
0.16878936,0.0071901367,chain_0
0.18027246,0.008180872,chain_0
0.20089856,0.0057468265,chain_0
0.18852912,0.0050153937,chain_0
0.1935976,0.0046045226,chain_0
0.20476353,0.0059057563,chain_0
0.19201553,0.0077569,chain_0
0.18672495,0.0095125735,chain_0
0.17005879,0.008728145,chain_0
0.17094064,0.010631821,chain_0
0.19478813,0.0064593237,chain_0
0.19520006,0.007396075,chain_0
0.19520654,0.010005182,chain_0
0.19525857,0.008963259,chain_0
0.1690441,0.0034233343,chain_0
0.2034744,0.007831592,chain_0
0.2006378,0.00776394,chain_0
0.21298784,0.0053291307,chain_0
0.163531,0.0072748964,chain_0
0.19219442,0.006555642,chain_0
0.19817895,0.007941025,chain_0
0.1925309,0.006636312,chain_0
0.20059162,0.010847445,chain_0
0.18890756,0.0069407322,chain_0
0.21971056,0.0070543545,chain_0
0.1859747,0.011838322,chain_0
0.21798718,0.0066539655,chain_0
0.21377614,0.0035349806,chain_0
0.1879242,0.009396157,chain_0
0.19260186,0.008294568,chain_0
0.18880045,0.009354192,chain_0
0.18394753,0.005065567,chain_0
0.20616499,0.0055980217,chain_0
0.19564526,0.009076301,chain_0
0.19428594,0.0042657102,chain_0
0.19397613,0.0068991296,chain_0
0.19400148,0.011343089,chain_0
0.19810343,0.0047199815,chain_0
0.19499934,0.0061790105,chain_0
0.18835399,0.0044141253,chain_0
0.21251665,0.0033214225,chain_0
0.19456603,0.0031933961,chain_0
0.1796065,0.0066074654,chain_0
0.18216102,0.012356279,chain_0
0.1861219,0.007047088,chain_0
0.1948404,0.005388044,chain_0
0.2016859,0.00784673,chain_0
0.19827284,0.007683094,chain_0
0.21331637,0.0061156466,chain_0
0.20369846,0.008072286,chain_0
0.20128033,0.008808203,chain_0
0.20140854,0.010537178,chain_0
0.20683946,0.007556148,chain_0
0.18719205,0.014670136,chain_0
0.18601008,0.008785591,chain_0
0.17329693,0.007837061,chain_0
0.17651945,0.008633828,chain_0
0.20473866,0.011878862,chain_0
0.18959069,0.006065351,chain_0
0.20258695,0.008292039,chain_0
0.20995723,0.0072149923,chain_0
0.20483784,0.009563951,chain_0
0.18606845,0.0050903736,chain_0
0.18002486,0.011264709,chain_0
0.21267334,0.0033461754,chain_0
0.19917634,0.0070360154,chain_0
0.1928289,0.004621791,chain_0
0.19910483,0.009593222,chain_0
0.18812945,0.01031087,chain_0
0.19799036,0.00685756,chain_0
0.20026961,0.006808793,chain_0
0.19135198,0.0058842083,chain_0
0.17687759,0.0063603446,chain_0
0.17941567,0.011259425,chain_0
0.19779362,0.0039301864,chain_0
0.18695846,0.009991642,chain_0
0.19074978,0.006742252,chain_0
0.17906584,0.0099043185,chain_0
0.17779492,0.009570232,chain_0
0.16658188,0.007399586,chain_0
0.19312249,0.004737649,chain_0
0.20163399,0.007783686,chain_0
0.19588578,0.01081111,chain_0
0.21201247,0.0043926826,chain_0
0.18967426,0.006955837,chain_0
0.19480942,0.010116681,chain_0
0.19817162,0.0078129945,chain_0
0.18907043,0.008333653,chain_0
0.18881014,0.0069828327,chain_0
0.21168119,0.0070127295,chain_0
0.1900751,0.006463828,chain_0
0.19265322,0.006445085,chain_0
0.1972777,0.009948551,chain_0
0.18727931,0.008686424,chain_0
0.18581802,0.0064432947,chain_0
0.19136268,0.005640795,chain_0
0.17227666,0.007728622,chain_0
0.17459655,0.006553093,chain_0
0.18486233,0.0037580205,chain_0
0.200782,0.005364451,chain_0
0.19217737,0.009034029,chain_0
0.19203004,0.005816981,chain_0
0.1872444,0.00885081,chain_0
0.21354862,0.005759853,chain_0
0.191292,0.0058621923,chain_0
0.21155855,0.010320786,chain_0
0.20021439,0.009640312,chain_0
0.19825079,0.0054339017,chain_0
0.18014324,0.006049278,chain_0
0.180201,0.010992855,chain_0
0.20274125,0.009179015,chain_0
0.19311517,0.009542006,chain_0
0.1761773,0.007332947,chain_0
0.17398378,0.0069145947,chain_0
0.17742755,0.0062921387,chain_0
0.18991701,0.0057908744,chain_0
0.17997953,0.0059556626,chain_0
0.18513685,0.0069953646,chain_0
0.19281778,0.00938662,chain_0
0.19520448,0.008785365,chain_0
0.18961546,0.011783055,chain_0
0.19442597,0.008021815,chain_0
0.19235024,0.008227003,chain_0
0.19653055,0.006577496,chain_0
0.19742273,0.0063227247,chain_0
0.20092912,0.011424316,chain_0
0.19527102,0.003198241,chain_0
0.18168628,0.0070148185,chain_0
0.21130286,0.008765783,chain_0
0.1905466,0.009304676,chain_0
0.20572306,0.0055653797,chain_0
0.21864638,0.0054549,chain_0
0.1994261,0.0075919796,chain_0
0.21553588,0.005582274,chain_0
0.19793728,0.006094864,chain_0
0.20578788,0.0062666945,chain_0
0.20086828,0.009141175,chain_0
0.2065473,0.008812085,chain_0
0.2238547,0.012006407,chain_0
0.21627367,0.009368468,chain_0
0.19665459,0.008165007,chain_0
0.20257024,0.0084199095,chain_0
0.20184545,0.0065883114,chain_0
0.1955787,0.0031233341,chain_0
0.18607467,0.011261763,chain_0
0.16922939,0.007204864,chain_0
0.1902774,0.004716613,chain_0
0.21548107,0.008806834,chain_0
0.2016475,0.007596612,chain_0
0.20408493,0.0076903864,chain_0
0.19958034,0.011342495,chain_0
0.1921712,0.0092787985,chain_0
0.18672891,0.008052848,chain_0
0.18589586,0.006949572,chain_0
0.20285411,0.0055281078,chain_0
0.2109474,0.0038891365,chain_0
0.16547559,0.014885696,chain_0
0.18626861,0.006856171,chain_0
0.18711938,0.008993745,chain_0
0.20345014,0.0057174223,chain_0
0.19872636,0.009621718,chain_0
0.18930419,0.0046905116,chain_0
0.20914747,0.008057108,chain_0
0.19537663,0.005752021,chain_0
0.18413438,0.008062657,chain_0
0.20308912,0.010688835,chain_0
0.19818914,0.004176893,chain_0
0.20717633,0.008829824,chain_0
0.19596553,0.0057676835,chain_0
0.19766709,0.007301171,chain_0
0.20717117,0.0046422346,chain_0
0.19488904,0.0043743113,chain_0
0.19519864,0.00803255,chain_0
0.2080345,0.009611415,chain_0
0.20901413,0.006164326,chain_0
0.20712999,0.004188911,chain_0
0.19226813,0.008610574,chain_0
0.19537382,0.0074900016,chain_0
0.17436104,0.008321227,chain_0
0.19079895,0.009825161,chain_0
0.1851985,0.0072890986,chain_0
0.18436873,0.008008761,chain_0
0.21015061,0.008958363,chain_0
0.18682599,0.005462416,chain_0
0.19706404,0.008497528,chain_0
0.19594094,0.008871428,chain_0
0.20561415,0.007258989,chain_0
0.20100532,0.008567733,chain_0
0.19122897,0.008765687,chain_0
0.17816925,0.006836672,chain_0
0.1988649,0.003820511,chain_0
0.19534527,0.004201072,chain_0
0.18152244,0.009368548,chain_0
0.2065777,0.005193648,chain_0
0.18491058,0.008323706,chain_0
0.18428043,0.0073510054,chain_0
0.18796934,0.0049212463,chain_0
0.19243553,0.006758322,chain_0
0.20070004,0.007874078,chain_0
0.18896909,0.0029844805,chain_0
0.1940115,0.0031699883,chain_0
0.19806482,0.014831751,chain_0
0.17686956,0.009509691,chain_0
0.18892556,0.007222989,chain_0
0.18118861,0.011390667,chain_0
0.17515925,0.008011887,chain_0
0.18753439,0.0059873844,chain_0
0.19417359,0.0077054645,chain_0
0.22417419,0.008807967,chain_0
0.17838643,0.009568635,chain_0
0.19308132,0.011007782,chain_0
0.19158342,0.0056975586,chain_0
0.19679648,0.01059636,chain_0
0.18743515,0.0069023753,chain_0
0.18014121,0.008974009,chain_0
0.18842512,0.006250476,chain_0
0.18184265,0.0050596846,chain_0
0.18465248,0.0071017374,chain_0
0.19609207,0.0071609896,chain_0
0.20754734,0.008130757,chain_0
0.1944714,0.0059340494,chain_0
0.19669002,0.009093358,chain_0
0.19516172,0.00791622,chain_0
0.19186938,0.0070116436,chain_0
0.21150069,0.0024203337,chain_0
0.1886315,0.012201844,chain_0
0.1983971,0.0036873831,chain_0
0.21725377,0.0067392904,chain_0
0.19364716,0.005495392,chain_0
0.19651204,0.008200189,chain_0
0.20107478,0.008277332,chain_0
0.19072382,0.0067884005,chain_0
0.18371865,0.0067833755,chain_0
0.18748316,0.0039824513,chain_0
0.19954501,0.009874673,chain_0
0.20774713,0.006877591,chain_0
0.1974807,0.004780117,chain_0
0.1897339,0.008641882,chain_0
0.2058023,0.0062068314,chain_0
0.1805636,0.009551139,chain_0
0.19005555,0.0086246105,chain_0
0.1750239,0.008331997,chain_0
0.19478789,0.00960109,chain_0
0.18361376,0.0039473367,chain_0
0.19795024,0.006652862,chain_0
0.22600737,0.011491544,chain_0
0.2035554,0.005986089,chain_0
0.18324721,0.007944181,chain_0
0.18276958,0.009076384,chain_0
0.18495871,0.0044508837,chain_0
0.2128548,0.008664366,chain_0
0.18936959,0.0072166594,chain_0
0.1907737,0.009773667,chain_0
0.18628134,0.0062849703,chain_0
0.19394767,0.012323234,chain_0
0.1827887,0.00937278,chain_0
0.18079711,0.0056602857,chain_0
0.19384497,0.004812573,chain_0
0.1974914,0.007511001,chain_0
0.18686888,0.006506928,chain_0
0.19732502,0.011541667,chain_0
0.18751295,0.008671064,chain_0
0.18761307,0.007846753,chain_0
0.19229022,0.004435369,chain_0
0.20106849,0.0065994943,chain_0
0.19632639,0.005468498,chain_0
0.1814794,0.005165317,chain_0
0.20094159,0.012266027,chain_0
0.19684711,0.0054465565,chain_0
0.18481228,0.00919371,chain_0
0.19353423,0.006733901,chain_0
0.20110874,0.0060385065,chain_0
0.20295443,0.0076706326,chain_0
0.18995298,0.005117501,chain_0
0.22307985,0.005641897,chain_0
0.2197285,0.009576953,chain_0
0.21915558,0.0054390365,chain_0
0.20662168,0.013776781,chain_0
0.20787477,0.009778123,chain_0
0.20290804,0.010834215,chain_0
0.19468996,0.008772911,chain_0
0.19145268,0.009156874,chain_0
0.18187577,0.0063917954,chain_0
0.19264461,0.010145082,chain_0
0.20318909,0.007286609,chain_0
0.17192228,0.005303745,chain_0
0.18682292,0.01039124,chain_0
0.19633143,0.0070944154,chain_0
0.20182258,0.0040549436,chain_0
0.19784822,0.0073490054,chain_0
0.19566563,0.012203959,chain_0
0.19073628,0.0069049112,chain_0
0.19222909,0.0045592156,chain_0
0.18265226,0.0073216665,chain_0
0.19259809,0.0065575102,chain_0
0.1809168,0.008199278,chain_0
0.19346347,0.00598306,chain_0
0.19710614,0.0042966735,chain_0
0.19297741,0.012048801,chain_0
0.18479216,0.006808453,chain_0
0.19513339,0.0075580385,chain_0
0.19420601,0.005977847,chain_0
0.1896458,0.00848514,chain_0
0.19586748,0.005604434,chain_0
0.20935468,0.009876484,chain_0
0.19940616,0.0100025665,chain_0
0.18526681,0.007057082,chain_0
0.1895645,0.005847569,chain_0
0.19548792,0.008474216,chain_0
0.18384072,0.0063922857,chain_0
0.1684005,0.00793184,chain_0
0.20131303,0.0077148657,chain_0
0.17295799,0.009197561,chain_0
0.20510519,0.0023595847,chain_0
0.18910185,0.0068575107,chain_0
0.19410533,0.009528996,chain_0
0.17606847,0.007230403,chain_0
0.19254819,0.005972406,chain_0
0.19588795,0.012057275,chain_0
0.21113023,0.005526298,chain_0
0.20148219,0.01008575,chain_0
0.19131422,0.008476183,chain_0
0.20148017,0.007907728,chain_0
0.21623847,0.0027723503,chain_0
0.18344548,0.0027634858,chain_0
0.18913405,0.0075674145,chain_0
0.19252312,0.006412416,chain_0
0.19422077,0.011091447,chain_0
0.20568311,0.004660269,chain_0
0.20933214,0.0037502325,chain_0
0.19191119,0.0039038719,chain_0
0.20423473,0.006900448,chain_0
0.20369285,0.006060549,chain_0
0.20259374,0.0071828165,chain_0
0.20143889,0.0061077187,chain_0
0.20623045,0.0065601105,chain_0
0.20252211,0.0062449793,chain_0
0.193974,0.006658248,chain_0
0.18074217,0.0077747004,chain_0
0.19350134,0.005013489,chain_0
0.19302236,0.0046187323,chain_0
0.17609584,0.0124208955,chain_0
0.18005036,0.0039238315,chain_0
0.18472412,0.0029871901,chain_0
0.19948113,0.0021464466,chain_0
0.19300038,0.004335724,chain_0
0.20229077,0.008661725,chain_0
0.19793853,0.009052986,chain_0
0.18867785,0.004475967,chain_0
0.18617624,0.006184605,chain_0
0.17799713,0.0089626955,chain_0
0.19013166,0.0071224878,chain_0
0.18624529,0.008773646,chain_0
0.19110844,0.0072686602,chain_0
0.18926615,0.005436064,chain_0
0.18615721,0.016453486,chain_0
0.21570674,0.007066271,chain_0
0.19642493,0.008528039,chain_0
0.18286389,0.008123632,chain_0
0.19053033,0.0097122025,chain_0
0.20608021,0.0070750536,chain_0
0.18285841,0.008615242,chain_0
0.19357732,0.0077933082,chain_0
0.2051766,0.0069325515,chain_0
0.17388874,0.005976437,chain_0
0.1818315,0.011448496,chain_0
0.18936293,0.008072501,chain_0
0.21915078,0.009565832,chain_0
0.20566903,0.008857964,chain_0
0.20269865,0.0053635333,chain_0
0.20696697,0.00938045,chain_0
0.21451148,0.007993326,chain_0
0.18978627,0.0064535458,chain_0
0.16101824,0.005817863,chain_0
0.19286342,0.009132034,chain_0
0.19784716,0.007916108,chain_0
0.17760265,0.008182189,chain_0
0.20667805,0.003973271,chain_0
0.2100895,0.0051065716,chain_0
0.19361612,0.00566218,chain_0
0.19875325,0.002529156,chain_0
0.20947552,0.004917001,chain_0
0.16687503,0.0069441064,chain_0
0.19719478,0.0065423693,chain_0
0.17482074,0.014438247,chain_0
0.20993677,0.009271089,chain_0
0.1965803,0.005121412,chain_0
0.20237172,0.007585862,chain_0
0.18970022,0.0042339163,chain_0
0.18399921,0.0059040817,chain_0
0.21804856,0.011651248,chain_0
0.18470989,0.0046472573,chain_0
0.21294735,0.008392491,chain_0
0.20989878,0.010610122,chain_0
0.20388925,0.005281672,chain_0
0.1775945,0.007619224,chain_0
0.18816012,0.01120532,chain_0
0.19117357,0.005217514,chain_0
0.21235101,0.0043234574,chain_0
0.18926314,0.008743452,chain_0
0.21039934,0.0069011515,chain_0
0.1940514,0.011098995,chain_0
0.19704935,0.009081241,chain_0
0.18831989,0.0062704016,chain_0
0.22090825,0.009510792,chain_0
0.17491895,0.00833212,chain_0
0.19132733,0.007015213,chain_0
0.18022487,0.011527769,chain_0
0.2024228,0.0057473853,chain_0
0.20987546,0.011495469,chain_0
0.19607544,0.006776752,chain_0
0.18649809,0.009420162,chain_0
0.20369029,0.0076568443,chain_0
0.18448034,0.006387258,chain_0
0.20126028,0.007352939,chain_0
0.21418719,0.0059621483,chain_0
0.18110615,0.0045033814,chain_0
0.18890812,0.007040419,chain_0
0.20838603,0.0142302755,chain_0
0.20182419,0.004284291,chain_0
0.20273255,0.0072579104,chain_0
0.19096744,0.007990383,chain_0
0.18920489,0.006993448,chain_0
0.2140941,0.008170175,chain_0
0.18978885,0.0065531745,chain_0
0.19770488,0.0054291617,chain_0
0.19091952,0.011429541,chain_0
0.19749053,0.006345508,chain_0
0.18514507,0.011623833,chain_0
0.18739529,0.009339231,chain_0
0.18472996,0.0119380355,chain_0
0.19077146,0.009614231,chain_0
0.1855585,0.009658383,chain_0
0.18522008,0.011080412,chain_0
0.18767467,0.0063197725,chain_0
0.20486319,0.0061600185,chain_0
0.18587416,0.005737818,chain_0
0.19865435,0.008237789,chain_0
0.19358188,0.010154031,chain_0
0.19208357,0.0061424477,chain_0
0.21587342,0.0055267196,chain_0
0.21104933,0.0078037754,chain_0
0.18433549,0.0076331887,chain_0
0.20777269,0.0073654046,chain_0
0.19607352,0.008599423,chain_0
0.19209029,0.007040124,chain_0
0.18054122,0.010980003,chain_0
0.20075695,0.010085881,chain_0
0.20107388,0.008133841,chain_0
0.18261223,0.009966794,chain_0
0.19506066,0.0042255158,chain_0
0.17393681,0.008943399,chain_0
0.18831682,0.006565192,chain_0
0.20282604,0.004869057,chain_0
0.20147935,0.005073756,chain_0
0.20522377,0.0039448384,chain_0
0.20802625,0.008356917,chain_0
0.19401872,0.0062336484,chain_0
0.18187398,0.005689657,chain_0
0.20218638,0.0044613564,chain_0
0.1974423,0.008894725,chain_0
0.20955399,0.010185422,chain_0
0.17979634,0.007718932,chain_0
0.19583085,0.011130474,chain_0
0.18852004,0.004876205,chain_0
0.20732743,0.0075902794,chain_0
0.19118586,0.007258823,chain_0
0.19915573,0.0060181157,chain_0
0.19051796,0.003925818,chain_0
0.17940836,0.009796605,chain_0
0.2128624,0.005431711,chain_0
0.20719725,0.0092257215,chain_0
0.19025561,0.007582042,chain_0
0.21815456,0.008686954,chain_0
0.18688662,0.006871511,chain_0
0.17226301,0.0060458346,chain_0
0.18261734,0.01139153,chain_0
0.20140895,0.004412178,chain_0
0.21051213,0.009135128,chain_0
0.18314137,0.007468292,chain_0
0.18277436,0.0075879656,chain_0
0.19199976,0.0061247926,chain_0
0.21480513,0.003371525,chain_0
0.21089748,0.00850259,chain_0
0.19664976,0.004644392,chain_0
0.21191762,0.0065102684,chain_0
0.19698778,0.0074282107,chain_0
0.1987531,0.009678971,chain_0
0.18431602,0.0051684864,chain_0
0.18975097,0.0077923313,chain_0
0.19601929,0.004338343,chain_0
0.18748114,0.0092897015,chain_0
0.19516712,0.006846909,chain_0
0.18230788,0.005812384,chain_0
0.19523881,0.005284081,chain_0
0.19701324,0.005882535,chain_0
0.19887793,0.005003237,chain_0
0.22490726,0.006682675,chain_0
0.19525482,0.006677935,chain_0
0.19654857,0.0057341876,chain_0
0.19642016,0.0051982044,chain_0
0.19806884,0.006474819,chain_0
0.1848343,0.004523262,chain_0
0.18552753,0.009442389,chain_0
0.2076587,0.012958433,chain_0
0.19815667,0.0041326885,chain_0
0.2113791,0.008208573,chain_0
0.1951059,0.0067653405,chain_0
0.19154607,0.011987859,chain_0
0.19653378,0.0047572847,chain_0
0.21280894,0.004584031,chain_0
0.1978178,0.008424778,chain_0
0.19629844,0.009155374,chain_0
0.19066647,0.012942774,chain_0
0.18299727,0.009998846,chain_0
0.19209772,0.010397824,chain_0
0.19652666,0.009962313,chain_0
0.18772718,0.006875015,chain_0
0.18817721,0.010192178,chain_0
0.19464356,0.0052380385,chain_0
0.2018016,0.008414966,chain_0
0.2041815,0.0055629564,chain_0
0.19993326,0.008226356,chain_0
0.20841229,0.0038651784,chain_0
0.18225771,0.009754341,chain_0
0.19870564,0.0070240865,chain_0
0.19645019,0.0062194415,chain_0
0.19858474,0.0135331275,chain_0
0.18704571,0.005327447,chain_0
0.2019511,0.006936305,chain_0
0.20761949,0.00891635,chain_0
0.18315354,0.0065360283,chain_0
0.19590256,0.008498949,chain_0
0.18428288,0.00872518,chain_0
0.19182816,0.008472467,chain_0
0.18959655,0.0134431105,chain_0
0.17957301,0.010350039,chain_0
0.1990636,0.009063195,chain_0
0.19674882,0.005470542,chain_0
0.17490102,0.009644929,chain_0
0.2089845,0.0056324597,chain_0
0.18621488,0.0034403503,chain_0
0.20043024,0.008496584,chain_0
0.19330734,0.009643533,chain_0
0.19628155,0.007825252,chain_0
0.18882103,0.0058189197,chain_0
0.20003718,0.0049393848,chain_0
0.19983175,0.00757794,chain_0
0.19956383,0.010304148,chain_0
0.18183011,0.006169125,chain_0
0.21144962,0.006090057,chain_0
0.19242184,0.0062781754,chain_0
0.20262656,0.0056453347,chain_0
0.1833532,0.009981952,chain_0
0.18937813,0.012046053,chain_0
0.18988177,0.004316761,chain_0
0.19603057,0.0085377395,chain_0
0.19595875,0.0043594562,chain_0
0.17490037,0.009850975,chain_0
0.21579397,0.011228764,chain_0
0.19298226,0.010119515,chain_0
0.1881639,0.008539163,chain_0
0.18931566,0.006439111,chain_0
0.19962923,0.0045081424,chain_0
0.19405791,0.012921441,chain_0
0.20634067,0.004002217,chain_0
0.19771113,0.0065184385,chain_0
0.18292202,0.00375014,chain_0
0.19589944,0.0049836626,chain_0
0.18477125,0.006802732,chain_0
0.20334771,0.0060077053,chain_0
0.1951959,0.0060841218,chain_0
0.19898957,0.006065978,chain_0
0.20350224,0.00656707,chain_0
0.19032986,0.007562249,chain_0
0.21329276,0.008150552,chain_0
0.22011587,0.0030740527,chain_0
0.18186001,0.005998162,chain_0
0.20029806,0.004060533,chain_0
0.18101323,0.008399208,chain_0
0.2057338,0.007411993,chain_0
0.16931923,0.005777015,chain_0
0.17345981,0.0074197734,chain_0
0.1812037,0.0070141167,chain_0
0.19749594,0.012638405,chain_0
0.2050481,0.01041635,chain_0
0.18369608,0.005480042,chain_0
0.22133628,0.0076205786,chain_0
0.18499142,0.01124825,chain_0
0.19856033,0.008676237,chain_0
0.19650671,0.0105744805,chain_0
0.19860914,0.009737209,chain_0
0.18926673,0.006293953,chain_0
0.20654118,0.0067634834,chain_0
0.1832265,0.00594293,chain_0
0.18002763,0.008971581,chain_0
0.21029158,0.002379255,chain_0
0.20844579,0.008381503,chain_0
0.19788595,0.005234004,chain_0
0.1959104,0.006972545,chain_0
0.1875949,0.0064157536,chain_0
0.18555255,0.006760181,chain_0
0.19890861,0.0062071094,chain_0
0.1924927,0.0075598676,chain_0
0.18455988,0.0037486493,chain_0
0.19884133,0.0043460606,chain_0
0.19557658,0.004803778,chain_0
0.19565639,0.0076178373,chain_0
0.20536625,0.008153788,chain_0
