alpha,beta,chain
-0.18247111,-0.0054108915,chain_0
-0.18810293,-0.006061527,chain_0
-0.19466728,-0.005203069,chain_0
-0.19011572,-0.010019064,chain_0
-0.18098608,-0.0064163837,chain_0
-0.18896204,-0.007309682,chain_0
-0.19114792,-0.009036214,chain_0
-0.19343874,-0.006980084,chain_0
-0.18489604,-0.006967489,chain_0
-0.1847653,-0.007893104,chain_0
-0.1991182,-0.009562942,chain_0
-0.19917193,-0.009592113,chain_0
-0.18634598,-0.006890504,chain_0
-0.18989639,-0.00910014,chain_0
-0.20050906,-0.0071949996,chain_0
-0.21463482,-0.005787155,chain_0
-0.19558612,-0.007867265,chain_0
-0.18621027,-0.007514608,chain_0
-0.19457652,-0.00917226,chain_0
-0.19872975,-0.0048685963,chain_0
-0.20751752,-0.006777741,chain_0
-0.20217368,-0.00812257,chain_0
-0.19222976,-0.005350749,chain_0
-0.20427667,-0.008431212,chain_0
-0.18183088,-0.010064853,chain_0
-0.18146956,-0.010287362,chain_0
-0.17755705,-0.008070881,chain_0
-0.19355582,-0.0050994065,chain_0
-0.19247442,-0.005948615,chain_0
-0.19505793,-0.0071985424,chain_0
-0.190523,-0.007501988,chain_0
-0.18725649,-0.0058779735,chain_0
-0.19868977,-0.007902949,chain_0
-0.19934107,-0.008172415,chain_0
-0.20048627,-0.009185701,chain_0
-0.19821887,-0.0076922895,chain_0
-0.19270502,-0.0071344133,chain_0
-0.19393617,-0.0061706156,chain_0
-0.1913936,-0.007803283,chain_0
-0.18472673,-0.01113754,chain_0
-0.1868723,-0.0072971703,chain_0
-0.199342,-0.009699308,chain_0
-0.18902606,-0.0058448864,chain_0
-0.19374071,-0.01137861,chain_0
-0.18788181,-0.004880747,chain_0
-0.19984025,-0.010568798,chain_0
-0.19693197,-0.006982773,chain_0
-0.19845778,-0.006550009,chain_0
-0.19408928,-0.0071421433,chain_0
-0.19089799,-0.015684266,chain_0
-0.19110185,-0.016825153,chain_0
-0.19194996,-0.013776695,chain_0
-0.18959628,-0.0040908908,chain_0
-0.18922569,-0.0050439523,chain_0
-0.19064501,-0.0068451916,chain_0
-0.18893225,-0.006616384,chain_0
-0.18894236,-0.0058076587,chain_0
-0.2034491,-0.009164078,chain_0
-0.18681785,-0.004749435,chain_0
-0.19399914,-0.0052042077,chain_0
-0.19399914,-0.0052042077,chain_0
-0.18588504,-0.009754886,chain_0
-0.18615668,-0.009428784,chain_0
-0.18346578,-0.012559969,chain_0
-0.18481995,-0.014138072,chain_0
-0.18413715,-0.008932237,chain_0
-0.19835255,-0.008752042,chain_0
-0.19555691,-0.0072751814,chain_0
-0.18987337,-0.007725206,chain_0
-0.19422916,-0.0055453777,chain_0
-0.19245516,-0.010885974,chain_0
-0.20435765,-0.0041939965,chain_0
-0.1984773,-0.006907396,chain_0
-0.19420663,-0.007104164,chain_0
-0.18941027,-0.0051269387,chain_0
-0.19678725,-0.008776866,chain_0
-0.19492991,-0.006391021,chain_0
-0.20133315,-0.007351575,chain_0
-0.18487012,-0.009278949,chain_0
-0.19003463,-0.00879332,chain_0
-0.1931807,-0.0068055093,chain_0
-0.18980186,-0.006881915,chain_0
-0.18972248,-0.005973646,chain_0
-0.20632477,-0.006614973,chain_0
-0.19907784,-0.00658904,chain_0
-0.204218,-0.0052731372,chain_0
-0.20263898,-0.0056886524,chain_0
-0.1917221,-0.006876735,chain_0
-0.20266086,-0.006960678,chain_0
-0.20259885,-0.007894264,chain_0
-0.20381148,-0.008081139,chain_0
-0.20287877,-0.0059236675,chain_0
-0.20446986,-0.0074308673,chain_0
-0.19438441,-0.0063204747,chain_0
-0.19446495,-0.007276235,chain_0
-0.18408822,-0.0076950123,chain_0
-0.18592003,-0.008414464,chain_0
-0.1804649,-0.008670405,chain_0
-0.18479525,-0.010373245,chain_0
-0.18752503,-0.009699543,chain_0
-0.19471233,-0.00466196,chain_0
-0.19030185,-0.006668994,chain_0
-0.19436923,-0.007176527,chain_0
-0.18105361,-0.007053897,chain_0
-0.17950849,-0.007128494,chain_0
-0.18878429,-0.006264719,chain_0
-0.18976669,-0.005107949,chain_0
-0.19671367,-0.009185685,chain_0
-0.19514363,-0.007811124,chain_0
-0.197675,-0.0041090595,chain_0
-0.17872773,-0.00910972,chain_0
-0.18472488,-0.00719203,chain_0
-0.21057217,-0.0068449015,chain_0
-0.20915768,-0.005608187,chain_0
-0.20915768,-0.005608187,chain_0
-0.20563315,-0.007156794,chain_0
-0.21389295,-0.0057794643,chain_0
-0.2115011,-0.007949176,chain_0
-0.21000959,-0.00623735,chain_0
-0.19310696,-0.008889239,chain_0
-0.19959018,-0.010249755,chain_0
-0.18799047,-0.008911315,chain_0
-0.17868301,-0.009272099,chain_0
-0.183132,-0.008836867,chain_0
-0.18440463,-0.0054999986,chain_0
-0.17146446,-0.009380801,chain_0
-0.1840035,-0.0050175563,chain_0
-0.18591529,-0.009449923,chain_0
-0.18339773,-0.010148834,chain_0
-0.18378846,-0.004113928,chain_0
-0.18058656,-0.0034011744,chain_0
-0.18316713,-0.007162192,chain_0
-0.18129304,-0.0076733893,chain_0
-0.18100631,-0.008150681,chain_0
-0.17822953,-0.005911004,chain_0
-0.19671354,-0.011771287,chain_0
-0.20734707,-0.0067227427,chain_0
-0.19878225,-0.0077260556,chain_0
-0.19190645,-0.005580294,chain_0
-0.19514279,-0.009559585,chain_0
-0.21116775,-0.0039981185,chain_0
-0.1831742,-0.0076516145,chain_0
-0.19419,-0.0055670934,chain_0
-0.19566788,-0.0054581305,chain_0
-0.21805677,-0.007335664,chain_0
-0.18866037,-0.009773343,chain_0
-0.19042544,-0.014093718,chain_0
-0.19004281,-0.013269783,chain_0
-0.18389387,-0.003913057,chain_0
-0.19431499,-0.011016809,chain_0
-0.18500954,-0.008303281,chain_0
-0.18619801,-0.010735998,chain_0
-0.18645719,-0.00894545,chain_0
-0.19233823,-0.0069194124,chain_0
-0.1958016,-0.0071909167,chain_0
-0.19487038,-0.0078011975,chain_0
-0.21788716,-0.0060546882,chain_0
-0.19961299,-0.0072435625,chain_0
-0.18825254,-0.0052983724,chain_0
-0.18825254,-0.0052983724,chain_0
-0.18741871,-0.0027814987,chain_0
-0.18998927,-0.007015933,chain_0
-0.1893669,-0.0062558637,chain_0
-0.18671569,-0.00836786,chain_0
-0.19908854,-0.008510818,chain_0
-0.17855988,-0.009810555,chain_0
-0.18317631,-0.007131429,chain_0
-0.18217476,-0.009048704,chain_0
-0.1813747,-0.012654265,chain_0
-0.18564796,-0.007182735,chain_0
-0.1927172,-0.008688685,chain_0
-0.20138131,-0.0073701595,chain_0
-0.20331097,-0.0038498992,chain_0
-0.20334974,-0.0031141639,chain_0
-0.21197557,-0.008230755,chain_0
-0.20542036,-0.008613321,chain_0
-0.21345747,-0.0053150672,chain_0
-0.21358015,-0.0058380077,chain_0
-0.1898214,-0.0083953105,chain_0
-0.19244324,-0.0075018,chain_0
-0.18713135,-0.010062611,chain_0
-0.18647082,-0.007829206,chain_0
-0.17747453,-0.0069859447,chain_0
-0.19412667,-0.0070274277,chain_0
-0.19899717,-0.011208504,chain_0
-0.1964737,-0.0066637634,chain_0
-0.19207488,-0.006953763,chain_0
-0.19743158,-0.004634254,chain_0
-0.18225516,-0.009442597,chain_0
-0.19292192,-0.0064759273,chain_0
-0.18047717,-0.0042330534,chain_0
-0.1685129,-0.012967321,chain_0
-0.16985613,-0.011144725,chain_0
-0.17810784,-0.0045032864,chain_0
-0.17577335,-0.010880994,chain_0
-0.18340223,-0.005754577,chain_0
-0.18558064,-0.006981729,chain_0
-0.18558064,-0.006981729,chain_0
-0.18449846,-0.004763617,chain_0
-0.18420868,-0.009363627,chain_0
-0.1876131,-0.008944495,chain_0
-0.18557324,-0.009537811,chain_0
-0.18658204,-0.012247015,chain_0
-0.18589573,-0.009377439,chain_0
-0.1987684,-0.0062531773,chain_0
-0.19960701,-0.0070809177,chain_0
-0.16645055,-0.012377472,chain_0
-0.20243305,-0.012543524,chain_0
-0.20043196,-0.009065582,chain_0
-0.20238768,-0.005963787,chain_0
-0.20142643,-0.00916818,chain_0
-0.19975209,-0.0066274125,chain_0
-0.19553827,-0.007490933,chain_0
-0.19577542,-0.00635096,chain_0
-0.21389003,-0.00621511,chain_0
-0.20765008,-0.010476178,chain_0
-0.20731413,-0.010181241,chain_0
-0.19851662,-0.0043413937,chain_0
-0.20069003,-0.004653018,chain_0
-0.20069003,-0.004653018,chain_0
-0.20220493,-0.009357651,chain_0
-0.19595622,-0.0051939776,chain_0
-0.19908154,-0.010940019,chain_0
-0.19775982,-0.008272855,chain_0
-0.18592016,-0.00597885,chain_0
-0.1848632,-0.005485062,chain_0
-0.18254586,-0.008189705,chain_0
-0.19371103,-0.006050102,chain_0
-0.20006667,-0.00702703,chain_0
-0.20674522,-0.0066586644,chain_0
-0.2071835,-0.005783587,chain_0
-0.21453026,-0.0070112552,chain_0
-0.20482448,-0.007127945,chain_0
-0.21250333,-0.008163899,chain_0
-0.21388775,-0.006805541,chain_0
-0.21741933,-0.007215326,chain_0
-0.22369844,-0.0071229674,chain_0
-0.22401258,-0.007617145,chain_0
-0.21668781,-0.0050291703,chain_0
-0.22292773,-0.007575075,chain_0
-0.22461066,-0.004961258,chain_0
-0.1976584,-0.009094245,chain_0
-0.19219954,-0.00665618,chain_0
-0.19064622,-0.0065438375,chain_0
-0.19447292,-0.0065890923,chain_0
-0.20193264,-0.008132997,chain_0
-0.20037153,-0.00633722,chain_0
-0.19642803,-0.007417499,chain_0
-0.19576348,-0.0074307863,chain_0
-0.19600105,-0.010621984,chain_0
-0.19808894,-0.0047388594,chain_0
-0.19771157,-0.0045359223,chain_0
-0.1948824,-0.0073774187,chain_0
-0.18876734,-0.0059204022,chain_0
-0.19194369,-0.0073273065,chain_0
-0.19917284,-0.00621677,chain_0
-0.18156637,-0.006308615,chain_0
-0.18096225,-0.006181286,chain_0
-0.18629661,-0.007587959,chain_0
-0.18888487,-0.0074117337,chain_0
-0.19046919,-0.007082532,chain_0
-0.18853936,-0.008873783,chain_0
-0.19713646,-0.0051470664,chain_0
-0.19394423,-0.008419944,chain_0
-0.19854261,-0.006684272,chain_0
-0.18807599,-0.0072582103,chain_0
-0.18005982,-0.012771288,chain_0
-0.17466177,-0.013280597,chain_0
-0.19368751,-0.010851526,chain_0
-0.1937978,-0.010122656,chain_0
-0.19541258,-0.005580359,chain_0
-0.19167066,-0.005509701,chain_0
-0.19468515,-0.009543185,chain_0
-0.19392613,-0.010522796,chain_0
-0.19390738,-0.0101487795,chain_0
-0.19837812,-0.004991686,chain_0
-0.2160642,-0.0065622777,chain_0
-0.21436359,-0.0053810067,chain_0
-0.20706773,-0.008039182,chain_0
-0.20148797,-0.010072118,chain_0
-0.19830641,-0.0035890837,chain_0
-0.19249621,-0.010490258,chain_0
-0.18826438,-0.0038215332,chain_0
-0.18779099,-0.004275898,chain_0
-0.18742834,-0.0034653167,chain_0
-0.18815261,-0.007831723,chain_0
-0.19043016,-0.0036495226,chain_0
-0.1870411,-0.0030895509,chain_0
-0.18164939,-0.008883063,chain_0
-0.18293989,-0.006563897,chain_0
-0.2105981,-0.0097732525,chain_0
-0.20657447,-0.0054672575,chain_0
-0.20650299,-0.0051076277,chain_0
-0.20817596,-0.0060554617,chain_0
-0.20719914,-0.007082332,chain_0
-0.20991606,-0.004849434,chain_0
-0.19118463,-0.00570207,chain_0
-0.18362299,-0.007462959,chain_0
-0.19502643,-0.0065724966,chain_0
-0.19487372,-0.0065456578,chain_0
-0.1975166,-0.01111343,chain_0
-0.2015013,-0.0088732075,chain_0
-0.19794215,-0.007883912,chain_0
-0.19430567,-0.0057104724,chain_0
-0.19895063,-0.00815294,chain_0
-0.19870208,-0.009278623,chain_0
-0.1957124,-0.009135716,chain_0
-0.19715063,-0.009063775,chain_0
-0.19814986,-0.008464914,chain_0
-0.19585685,-0.010552125,chain_0
-0.19028595,-0.0063978275,chain_0
-0.19044136,-0.009058086,chain_0
-0.20274127,-0.0071822233,chain_0
-0.18388021,-0.0067223352,chain_0
-0.18279344,-0.005203881,chain_0
-0.17875272,-0.0060545867,chain_0
-0.17875272,-0.0060545867,chain_0
-0.17124724,-0.009013625,chain_0
-0.2026273,-0.007608673,chain_0
-0.18854457,-0.006135518,chain_0
-0.18771496,-0.005211821,chain_0
-0.18754946,-0.0032698205,chain_0
-0.18927479,-0.010504776,chain_0
-0.19190295,-0.011281116,chain_0
-0.19298379,-0.008237672,chain_0
-0.184037,-0.0073284474,chain_0
-0.195872,-0.0066766436,chain_0
-0.20157239,-0.0068618627,chain_0
-0.20428666,-0.0049464987,chain_0
-0.20486827,-0.007005976,chain_0
-0.19666737,-0.00509446,chain_0
-0.19319414,-0.00854689,chain_0
-0.19944745,-0.009638577,chain_0
-0.18857656,-0.0047653196,chain_0
-0.19476722,-0.007943343,chain_0
-0.18915325,-0.00967819,chain_0
-0.19170901,-0.009232036,chain_0
-0.18873271,-0.009579996,chain_0
-0.2003265,-0.005125379,chain_0
-0.19605543,-0.008354286,chain_0
-0.20092863,-0.010038039,chain_0
-0.17649603,-0.012106044,chain_0
-0.19100805,-0.007432604,chain_0
-0.1900546,-0.007944055,chain_0
-0.19604808,-0.005819589,chain_0
-0.19552071,-0.007526996,chain_0
-0.19143799,-0.005905025,chain_0
-0.19581625,-0.007782652,chain_0
-0.18925561,-0.006671467,chain_0
-0.19533214,-0.007853292,chain_0
-0.1992377,-0.00592679,chain_0
-0.1905332,-0.008294875,chain_0
-0.19774239,-0.0055410806,chain_0
-0.19411995,-0.008565946,chain_0
-0.19326873,-0.005042514,chain_0
-0.20572019,-0.007007488,chain_0
-0.20982434,-0.008461275,chain_0
-0.183488,-0.004516903,chain_0
-0.1833547,-0.0086625805,chain_0
-0.19376948,-0.0058137607,chain_0
-0.17975673,-0.011602651,chain_0
-0.18055984,-0.006879372,chain_0
-0.2026596,-0.008231549,chain_0
-0.195491,-0.006210547,chain_0
-0.18999253,-0.0073144464,chain_0
-0.18427287,-0.0065344702,chain_0
-0.19016834,-0.008358609,chain_0
-0.18488584,-0.0069474997,chain_0
-0.18218745,-0.008731204,chain_0
-0.18707775,-0.011657585,chain_0
-0.18919863,-0.0112608215,chain_0
-0.19104491,-0.011446743,chain_0
-0.17985056,-0.011281694,chain_0
-0.17715496,-0.010802729,chain_0
-0.17650294,-0.011207565,chain_0
-0.17391235,-0.010878921,chain_0
-0.17262642,-0.007659901,chain_0
-0.1726737,-0.0065468103,chain_0
-0.17827755,-0.008139808,chain_0
-0.19487232,-0.007930548,chain_0
-0.19802329,-0.008285128,chain_0
-0.19886756,-0.0064725885,chain_0
-0.1996242,-0.0065885396,chain_0
-0.20351718,-0.0077581443,chain_0
-0.21022055,-0.0051319315,chain_0
-0.19811557,-0.0065282844,chain_0
-0.1861531,-0.008273319,chain_0
-0.1929392,-0.0062814225,chain_0
-0.19034202,-0.0076179807,chain_0
-0.19657685,-0.0065659387,chain_0
-0.18877575,-0.007271201,chain_0
-0.18822592,-0.0042723073,chain_0
-0.17864138,-0.010856859,chain_0
-0.180916,-0.0073863445,chain_0
-0.18612991,-0.007172139,chain_0
-0.18612991,-0.007172139,chain_0
-0.18215936,-0.008647614,chain_0
-0.1989245,-0.0050825374,chain_0
-0.1994558,-0.0073771845,chain_0
-0.20568322,-0.006252573,chain_0
-0.20229204,-0.0065671615,chain_0
-0.19020748,-0.008662681,chain_0
-0.19238743,-0.011467163,chain_0
-0.18752244,-0.013581,chain_0
-0.18683398,-0.011258518,chain_0
-0.18731095,-0.004748672,chain_0
-0.19819562,-0.0088492,chain_0
-0.19865309,-0.005622887,chain_0
-0.1927287,-0.010334128,chain_0
-0.19237155,-0.0072680833,chain_0
-0.20100453,-0.006255931,chain_0
-0.20158935,-0.009635463,chain_0
-0.19838943,-0.011607995,chain_0
-0.19778419,-0.010823128,chain_0
-0.19525851,-0.008951327,chain_0
-0.19624437,-0.0028840124,chain_0
-0.19540222,-0.0050453944,chain_0
-0.2063932,-0.005544687,chain_0
-0.20526558,-0.0082829725,chain_0
-0.20499116,-0.005999849,chain_0
-0.18401943,-0.005733647,chain_0
-0.18239236,-0.008589598,chain_0
-0.19161761,-0.008306631,chain_0
-0.19985004,-0.006353765,chain_0
-0.19059603,-0.009277197,chain_0
-0.190256,-0.009295924,chain_0
-0.19270885,-0.008889766,chain_0
-0.19541731,-0.0031621763,chain_0
-0.19879779,-0.0115307905,chain_0
-0.19812408,-0.006902255,chain_0
-0.18008319,-0.007101791,chain_0
-0.19425017,-0.0068645803,chain_0
-0.19082142,-0.011814537,chain_0
-0.1910952,-0.0073081306,chain_0
-0.18827316,-0.009641342,chain_0
-0.20662485,-0.008859153,chain_0
-0.21199736,-0.0049618366,chain_0
-0.205306,-0.008184208,chain_0
-0.20717612,-0.0077522257,chain_0
-0.19773252,-0.008031341,chain_0
-0.1896792,-0.0054512527,chain_0
-0.19454682,-0.007900839,chain_0
-0.17897077,-0.011458995,chain_0
-0.19559593,-0.0085442215,chain_0
-0.19384058,-0.0070191403,chain_0
-0.197278,-0.009865589,chain_0
-0.18597081,-0.003791007,chain_0
-0.18813834,-0.0074211545,chain_0
-0.19188996,-0.006698225,chain_0
-0.19715679,-0.0061638188,chain_0
-0.18793981,-0.008012534,chain_0
-0.18802531,-0.00890587,chain_0
-0.18953969,-0.010273485,chain_0
-0.19101115,-0.004727237,chain_0
-0.18974555,-0.00653648,chain_0
-0.18284166,-0.0038462807,chain_0
-0.18193136,-0.008441152,chain_0
-0.18475832,-0.0060856137,chain_0
-0.2062473,-0.0063352305,chain_0
-0.17912081,-0.011821286,chain_0
-0.19338985,-0.0057109585,chain_0
-0.21410395,-0.006853389,chain_0
-0.20997722,-0.0074831005,chain_0
-0.20330116,-0.0062441137,chain_0
-0.20869686,-0.0066230865,chain_0
-0.19148469,-0.0074172695,chain_0
-0.19140415,-0.007619662,chain_0
-0.18815957,-0.008096112,chain_0
-0.19410904,-0.005856438,chain_0
-0.20077184,-0.0074511184,chain_0
-0.19119594,-0.008599662,chain_0
-0.18627828,-0.005856032,chain_0
-0.17883441,-0.0074955914,chain_0
-0.17226723,-0.006540611,chain_0
-0.17058899,-0.010354785,chain_0
-0.16425173,-0.012066197,chain_0
-0.16592593,-0.004305144,chain_0
-0.16592593,-0.004305144,chain_0
-0.19969812,-0.00711382,chain_0
-0.20194185,-0.0082552945,chain_0
-0.2013989,-0.0053841053,chain_0
-0.20120896,-0.0089391805,chain_0
-0.19781627,-0.0050548436,chain_0
-0.19470668,-0.0049189352,chain_0
-0.19737044,-0.0062532006,chain_0
-0.20534165,-0.011317188,chain_0
-0.20160182,-0.011123196,chain_0
-0.19927351,-0.008601383,chain_0
-0.1941674,-0.00482266,chain_0
-0.1941674,-0.00482266,chain_0
-0.1941674,-0.00482266,chain_0
-0.19117674,-0.01247647,chain_0
-0.19945753,-0.007656252,chain_0
-0.19603103,-0.0061512184,chain_0
-0.18755998,-0.007556038,chain_0
-0.19198494,-0.008255466,chain_0
-0.1873217,-0.008723583,chain_0
-0.1921014,-0.007263952,chain_0
-0.1785775,-0.0075993654,chain_0
-0.18957925,-0.006657195,chain_0
-0.19563077,-0.0074048257,chain_0
-0.19835788,-0.0076825386,chain_0
-0.19885197,-0.006114103,chain_0
-0.20240182,-0.00789137,chain_0
-0.20324565,-0.008840932,chain_0
-0.2025796,-0.010379022,chain_0
-0.18747172,-0.010222966,chain_0
-0.18304819,-0.007833557,chain_0
-0.18552105,-0.0046215206,chain_0
-0.19526003,-0.00967043,chain_0
-0.19532917,-0.0069866497,chain_0
-0.19692759,-0.006513964,chain_0
-0.1825189,-0.0061132046,chain_0
-0.19435543,-0.0114724245,chain_0
-0.19460872,-0.010896871,chain_0
-0.19258769,-0.005669143,chain_0
-0.21271849,-0.0057353973,chain_0
-0.21172835,-0.0050446168,chain_0
-0.20874768,-0.005683973,chain_0
-0.2048333,-0.008456618,chain_0
-0.20741609,-0.008493239,chain_0
-0.19144599,-0.00921296,chain_0
-0.2002526,-0.00490971,chain_0
-0.20026265,-0.0031273859,chain_0
-0.2039676,-0.0044102836,chain_0
-0.2033789,-0.008804502,chain_0
-0.19004865,-0.00829143,chain_0
-0.19013439,-0.01066981,chain_0
-0.19194484,-0.005414229,chain_0
-0.17583223,-0.008285089,chain_0
-0.20414317,-0.010168446,chain_0
-0.18575098,-0.0045707943,chain_0
-0.18490532,-0.0057389317,chain_0
-0.18488519,-0.0061736456,chain_0
-0.18254602,-0.008092133,chain_0
-0.1754948,-0.007165184,chain_0
-0.17689669,-0.010185552,chain_0
-0.1684505,-0.0116199795,chain_0
-0.16863523,-0.010271008,chain_0
-0.16866167,-0.0108512845,chain_0
-0.18528809,-0.0038747275,chain_0
-0.17985423,-0.011444919,chain_0
-0.22216606,-0.008978711,chain_0
-0.22543438,-0.0081687495,chain_0
-0.22490764,-0.013303762,chain_0
-0.22331145,-0.00865239,chain_0
-0.22569561,-0.010488958,chain_0
-0.211572,-0.0037204272,chain_0
-0.21232355,-0.008117204,chain_0
-0.21396703,-0.009411162,chain_0
-0.2173614,-0.008487559,chain_0
-0.19606966,-0.0055545075,chain_0
-0.19265254,-0.0076116426,chain_0
-0.193155,-0.007724553,chain_0
-0.19468705,-0.009222771,chain_0
-0.19615364,-0.0089926375,chain_0
-0.19376615,-0.009861171,chain_0
-0.19758247,-0.0067693833,chain_0
-0.21807419,-0.0073434487,chain_0
-0.21600343,-0.0067374352,chain_0
-0.19286148,-0.0065604867,chain_0
-0.21082762,-0.0067668147,chain_0
-0.21527602,-0.012703398,chain_0
-0.21618286,-0.012644062,chain_0
-0.21745816,-0.009850565,chain_0
-0.2155209,-0.007830294,chain_0
-0.20949982,-0.013469576,chain_0
-0.19526942,-0.0044862647,chain_0
-0.19356695,-0.006574327,chain_0
-0.20038323,-0.007280686,chain_0
-0.19266848,-0.006690958,chain_0
-0.18875091,-0.0067923446,chain_0
-0.19134912,-0.0064261477,chain_0
-0.18811463,-0.008305023,chain_0
-0.18185176,-0.013059235,chain_0
-0.18954562,-0.0036979406,chain_0
